feature	chromosome	start	end	LGG150
8:92295001-92310000	8	92295001	92310000	0.062
8:92310001-92325000	8	92310001	92325000	0.22
8:92325001-92340000	8	92325001	92340000	-0.295
8:92340001-92355000	8	92340001	92355000	0.254
8:92355001-92370000	8	92355001	92370000	0.104
8:92370001-92385000	8	92370001	92385000	0.138
8:92385001-92400000	8	92385001	92400000	0.29
8:92400001-92415000	8	92400001	92415000	-0.234
8:92415001-92430000	8	92415001	92430000	-0.319
8:92430001-92445000	8	92430001	92445000	-0.159
8:92445001-92460000	8	92445001	92460000	0.348
8:92460001-92475000	8	92460001	92475000	-0.385
8:92475001-92490000	8	92475001	92490000	0.07
8:92490001-92505000	8	92490001	92505000	0.238
8:92505001-92520000	8	92505001	92520000	0.129
8:92520001-92535000	8	92520001	92535000	0.127
8:92535001-92550000	8	92535001	92550000	0.427
8:92550001-92565000	8	92550001	92565000	0.366
8:92565001-92580000	8	92565001	92580000	0.222
8:92580001-92595000	8	92580001	92595000	0.052
8:92595001-92610000	8	92595001	92610000	-0.129
8:92610001-92625000	8	92610001	92625000	-0.097
8:92625001-92640000	8	92625001	92640000	-0.259
8:92640001-92655000	8	92640001	92655000	-0.174
8:92655001-92670000	8	92655001	92670000	-0.029
8:92670001-92685000	8	92670001	92685000	0.304
8:92685001-92700000	8	92685001	92700000	0.244
8:92700001-92715000	8	92700001	92715000	0.552
8:92715001-92730000	8	92715001	92730000	0.167
8:92730001-92745000	8	92730001	92745000	-0.245
8:92745001-92760000	8	92745001	92760000	0.075
8:92760001-92775000	8	92760001	92775000	-0.116
8:92775001-92790000	8	92775001	92790000	-0.178
8:92790001-92805000	8	92790001	92805000	-0.197
8:92820001-92835000	8	92820001	92835000	-0.602
8:92835001-92850000	8	92835001	92850000	-0.178
8:92850001-92865000	8	92850001	92865000	0.093
8:92865001-92880000	8	92865001	92880000	0.018
8:92880001-92895000	8	92880001	92895000	-0.686
8:92895001-92910000	8	92895001	92910000	0.643
8:92910001-92925000	8	92910001	92925000	0.11
8:92925001-92940000	8	92925001	92940000	-0.042
8:92940001-92955000	8	92940001	92955000	-0.091
8:92955001-92970000	8	92955001	92970000	0.169
8:92970001-92985000	8	92970001	92985000	0.433
8:92985001-93000000	8	92985001	93000000	0.488
8:93000001-93015000	8	93000001	93015000	0.44
8:93015001-93030000	8	93015001	93030000	0.365
8:93030001-93045000	8	93030001	93045000	-0.076
8:93045001-93060000	8	93045001	93060000	0.036
8:93060001-93075000	8	93060001	93075000	0.346
8:93075001-93090000	8	93075001	93090000	0.365
8:93090001-93105000	8	93090001	93105000	0.177
8:93105001-93120000	8	93105001	93120000	0.045
8:93120001-93135000	8	93120001	93135000	0.344
8:93135001-93150000	8	93135001	93150000	-0.342
8:93150001-93165000	8	93150001	93165000	-0.005
8:93165001-93180000	8	93165001	93180000	0.107
8:93180001-93195000	8	93180001	93195000	0.167
8:93195001-93210000	8	93195001	93210000	0.053
8:93210001-93225000	8	93210001	93225000	0.346
8:93225001-93240000	8	93225001	93240000	0.269
8:93240001-93255000	8	93240001	93255000	0.149
8:93255001-93270000	8	93255001	93270000	-0.095
8:93270001-93285000	8	93270001	93285000	0.029
8:93285001-93300000	8	93285001	93300000	0.126
8:93300001-93315000	8	93300001	93315000	-0.175
8:93315001-93330000	8	93315001	93330000	0.545
8:93330001-93345000	8	93330001	93345000	-0.215
8:93345001-93360000	8	93345001	93360000	0.146
8:93360001-93375000	8	93360001	93375000	0.725
8:93375001-93390000	8	93375001	93390000	0.234
8:93405001-93420000	8	93405001	93420000	0.415
8:93420001-93435000	8	93420001	93435000	0.218
8:93435001-93450000	8	93435001	93450000	0.256
8:93450001-93465000	8	93450001	93465000	0.139
8:93465001-93480000	8	93465001	93480000	0.179
8:93480001-93495000	8	93480001	93495000	-0.076
8:93495001-93510000	8	93495001	93510000	-0.099
8:93510001-93525000	8	93510001	93525000	0.044
8:93525001-93540000	8	93525001	93540000	0.166
8:93540001-93555000	8	93540001	93555000	0.023
8:93555001-93570000	8	93555001	93570000	0.253
8:93570001-93585000	8	93570001	93585000	-0.377
8:93585001-93600000	8	93585001	93600000	0.135
8:93600001-93615000	8	93600001	93615000	0.013
8:93615001-93630000	8	93615001	93630000	-0.062
8:93630001-93645000	8	93630001	93645000	0.018
8:93645001-93660000	8	93645001	93660000	0.243
8:93660001-93675000	8	93660001	93675000	0.067
8:93675001-93690000	8	93675001	93690000	0.304
8:93690001-93705000	8	93690001	93705000	0.062
8:93705001-93720000	8	93705001	93720000	0.422
8:93720001-93735000	8	93720001	93735000	-0.093
8:93735001-93750000	8	93735001	93750000	0.41
8:93750001-93765000	8	93750001	93765000	0.048
8:93765001-93780000	8	93765001	93780000	0.455
8:93780001-93795000	8	93780001	93795000	0.315
8:93795001-93810000	8	93795001	93810000	0.291
8:93810001-93825000	8	93810001	93825000	-0.155
8:93825001-93840000	8	93825001	93840000	0.175
8:93840001-93855000	8	93840001	93855000	-0.193
8:93855001-93870000	8	93855001	93870000	0.255
8:93870001-93885000	8	93870001	93885000	0.114
8:93885001-93900000	8	93885001	93900000	0.413
8:93900001-93915000	8	93900001	93915000	-0.028
8:93915001-93930000	8	93915001	93930000	0.048
8:93930001-93945000	8	93930001	93945000	0.31
8:93945001-93960000	8	93945001	93960000	0.317
8:93960001-93975000	8	93960001	93975000	-0.065
8:93975001-93990000	8	93975001	93990000	0.042
8:93990001-94005000	8	93990001	94005000	-0.223
8:94005001-94020000	8	94005001	94020000	0.016
8:94020001-94035000	8	94020001	94035000	-0.18
8:94035001-94050000	8	94035001	94050000	0.256
8:94050001-94065000	8	94050001	94065000	-0.085
8:94065001-94080000	8	94065001	94080000	0.25
8:94080001-94095000	8	94080001	94095000	0.083
8:94095001-94110000	8	94095001	94110000	0.217
8:94110001-94125000	8	94110001	94125000	0.236
8:94125001-94140000	8	94125001	94140000	0.241
8:94140001-94155000	8	94140001	94155000	0.262
8:94155001-94170000	8	94155001	94170000	0.539
8:94170001-94185000	8	94170001	94185000	0.11
8:94185001-94200000	8	94185001	94200000	-0.486
8:94200001-94215000	8	94200001	94215000	0.367
8:94215001-94230000	8	94215001	94230000	-0.089
8:94230001-94245000	8	94230001	94245000	-0.011
8:94245001-94260000	8	94245001	94260000	0.485
8:94260001-94275000	8	94260001	94275000	0.375
8:94275001-94290000	8	94275001	94290000	0.166
8:94290001-94305000	8	94290001	94305000	-0.077
8:94305001-94320000	8	94305001	94320000	-0.13
8:94320001-94335000	8	94320001	94335000	0.304
8:94335001-94350000	8	94335001	94350000	-0.184
8:94350001-94365000	8	94350001	94365000	0.241
8:94365001-94380000	8	94365001	94380000	0.46
8:94380001-94395000	8	94380001	94395000	0.112
8:94395001-94410000	8	94395001	94410000	-0.179
8:94425001-94440000	8	94425001	94440000	0.432
8:94440001-94455000	8	94440001	94455000	0.215
8:94455001-94470000	8	94455001	94470000	-0.219
8:94470001-94485000	8	94470001	94485000	-0.104
8:94485001-94500000	8	94485001	94500000	0.577
8:94500001-94515000	8	94500001	94515000	0.454
8:94515001-94530000	8	94515001	94530000	0.147
8:94530001-94545000	8	94530001	94545000	-0.183
8:94545001-94560000	8	94545001	94560000	-0.031
8:94560001-94575000	8	94560001	94575000	0.094
8:94575001-94590000	8	94575001	94590000	0.089
8:94590001-94605000	8	94590001	94605000	0.024
8:94605001-94620000	8	94605001	94620000	0.238
8:94620001-94635000	8	94620001	94635000	-0.033
8:94635001-94650000	8	94635001	94650000	-0.223
8:94650001-94665000	8	94650001	94665000	0.146
8:94665001-94680000	8	94665001	94680000	-0.015
8:94680001-94695000	8	94680001	94695000	0.082
8:94695001-94710000	8	94695001	94710000	-0.135
8:94710001-94725000	8	94710001	94725000	0.131
8:94725001-94740000	8	94725001	94740000	0.447
8:94740001-94755000	8	94740001	94755000	0.174
8:94755001-94770000	8	94755001	94770000	-0.187
8:94770001-94785000	8	94770001	94785000	0.625
8:94785001-94800000	8	94785001	94800000	0.83
8:94800001-94815000	8	94800001	94815000	0.272
8:94815001-94830000	8	94815001	94830000	0.376
8:94830001-94845000	8	94830001	94845000	0.197
8:94845001-94860000	8	94845001	94860000	0.038
8:94860001-94875000	8	94860001	94875000	-0.025
8:94875001-94890000	8	94875001	94890000	0.073
8:94890001-94905000	8	94890001	94905000	-0.047
8:94905001-94920000	8	94905001	94920000	0.529
8:94920001-94935000	8	94920001	94935000	-0.217
8:94935001-94950000	8	94935001	94950000	0.246
8:94950001-94965000	8	94950001	94965000	0.58
8:94965001-94980000	8	94965001	94980000	0.466
8:94980001-94995000	8	94980001	94995000	0.136
8:94995001-95010000	8	94995001	95010000	0.522
8:95010001-95025000	8	95010001	95025000	0.16
8:95025001-95040000	8	95025001	95040000	0.175
8:95040001-95055000	8	95040001	95055000	0.288
8:95055001-95070000	8	95055001	95070000	0.195
8:95070001-95085000	8	95070001	95085000	0.018
8:95085001-95100000	8	95085001	95100000	0.694
8:95100001-95115000	8	95100001	95115000	0.407
8:95115001-95130000	8	95115001	95130000	-0.052
8:95130001-95145000	8	95130001	95145000	-0.241
8:95145001-95160000	8	95145001	95160000	0.24
8:95160001-95175000	8	95160001	95175000	0.114
8:95175001-95190000	8	95175001	95190000	0.225
8:95190001-95205000	8	95190001	95205000	0
8:95205001-95220000	8	95205001	95220000	0.241
8:95220001-95235000	8	95220001	95235000	0.395
8:95235001-95250000	8	95235001	95250000	0.435
8:95250001-95265000	8	95250001	95265000	0.077
8:95265001-95280000	8	95265001	95280000	-0.041
8:95280001-95295000	8	95280001	95295000	0.405
8:95295001-95310000	8	95295001	95310000	-0.252
8:95310001-95325000	8	95310001	95325000	0.077
8:95325001-95340000	8	95325001	95340000	-0.36
8:95340001-95355000	8	95340001	95355000	0.219
8:95355001-95370000	8	95355001	95370000	0.373
8:95370001-95385000	8	95370001	95385000	0.174
8:95385001-95400000	8	95385001	95400000	-0.078
8:95400001-95415000	8	95400001	95415000	0.212
8:95415001-95430000	8	95415001	95430000	0.402
8:95430001-95445000	8	95430001	95445000	0.336
8:95445001-95460000	8	95445001	95460000	0.285
8:95460001-95475000	8	95460001	95475000	0.223
8:95475001-95490000	8	95475001	95490000	-0.054
8:95490001-95505000	8	95490001	95505000	0.164
8:95505001-95520000	8	95505001	95520000	0.226
8:95520001-95535000	8	95520001	95535000	-0.12
8:95535001-95550000	8	95535001	95550000	0.273
8:95550001-95565000	8	95550001	95565000	0.341
8:95565001-95580000	8	95565001	95580000	0.692
8:95580001-95595000	8	95580001	95595000	-0.337
8:95595001-95610000	8	95595001	95610000	0.084
8:95610001-95625000	8	95610001	95625000	-0.162
8:95625001-95640000	8	95625001	95640000	-0.214
8:95640001-95655000	8	95640001	95655000	0.211
8:95655001-95670000	8	95655001	95670000	-0.384
8:95670001-95685000	8	95670001	95685000	0.355
8:95685001-95700000	8	95685001	95700000	0.148
8:95700001-95715000	8	95700001	95715000	0.185
8:95715001-95730000	8	95715001	95730000	-0.56
8:95730001-95745000	8	95730001	95745000	0.247
8:95745001-95760000	8	95745001	95760000	0.621
8:95760001-95775000	8	95760001	95775000	0.182
8:95775001-95790000	8	95775001	95790000	0.368
8:95790001-95805000	8	95790001	95805000	0.346
8:95805001-95820000	8	95805001	95820000	0.356
8:95820001-95835000	8	95820001	95835000	-0.18
8:95835001-95850000	8	95835001	95850000	0.038
8:95850001-95865000	8	95850001	95865000	0.002
8:95865001-95880000	8	95865001	95880000	0.441
8:95880001-95895000	8	95880001	95895000	0.403
8:95895001-95910000	8	95895001	95910000	-0.06
8:95910001-95925000	8	95910001	95925000	-0.146
8:95925001-95940000	8	95925001	95940000	0.263
8:95940001-95955000	8	95940001	95955000	0.332
8:95955001-95970000	8	95955001	95970000	0.082
8:95970001-95985000	8	95970001	95985000	0.084
8:95985001-96000000	8	95985001	96000000	0.379
8:96000001-96015000	8	96000001	96015000	0.189
8:96015001-96030000	8	96015001	96030000	-0.056
8:96030001-96045000	8	96030001	96045000	-0.206
8:96045001-96060000	8	96045001	96060000	0.014
8:96060001-96075000	8	96060001	96075000	0.235
8:96075001-96090000	8	96075001	96090000	0.332
8:96090001-96105000	8	96090001	96105000	0.035
8:96105001-96120000	8	96105001	96120000	0.331
8:96120001-96135000	8	96120001	96135000	-0.006
8:96135001-96150000	8	96135001	96150000	-0.002
8:96150001-96165000	8	96150001	96165000	0.462
8:96165001-96180000	8	96165001	96180000	0.361
8:96180001-96195000	8	96180001	96195000	0.597
8:96195001-96210000	8	96195001	96210000	0.217
8:96210001-96225000	8	96210001	96225000	0.004
8:96225001-96240000	8	96225001	96240000	0.372
8:96240001-96255000	8	96240001	96255000	0.166
8:96255001-96270000	8	96255001	96270000	0.225
8:96270001-96285000	8	96270001	96285000	0.275
8:96285001-96300000	8	96285001	96300000	0.31
8:96300001-96315000	8	96300001	96315000	0.731
8:96315001-96330000	8	96315001	96330000	0.286
8:96330001-96345000	8	96330001	96345000	-0.097
8:96345001-96360000	8	96345001	96360000	0.146
8:96360001-96375000	8	96360001	96375000	0.147
8:96390001-96405000	8	96390001	96405000	-0.037
8:96405001-96420000	8	96405001	96420000	-0.032
8:96420001-96435000	8	96420001	96435000	-0.056
8:96435001-96450000	8	96435001	96450000	0.104
8:96450001-96465000	8	96450001	96465000	-0.059
8:96465001-96480000	8	96465001	96480000	0.318
8:96480001-96495000	8	96480001	96495000	0.104
8:96495001-96510000	8	96495001	96510000	0.26
8:96510001-96525000	8	96510001	96525000	0.304
8:96525001-96540000	8	96525001	96540000	0.72
8:96540001-96555000	8	96540001	96555000	0.408
8:96570001-96585000	8	96570001	96585000	0.153
8:96585001-96600000	8	96585001	96600000	-0.04
8:96600001-96615000	8	96600001	96615000	0.023
8:96615001-96630000	8	96615001	96630000	0.441
8:96630001-96645000	8	96630001	96645000	0.255
8:96645001-96660000	8	96645001	96660000	0.404
8:96660001-96675000	8	96660001	96675000	0.311
8:96675001-96690000	8	96675001	96690000	-0.056
8:96690001-96705000	8	96690001	96705000	-0.094
8:96705001-96720000	8	96705001	96720000	-0.332
8:96720001-96735000	8	96720001	96735000	0.16
8:96735001-96750000	8	96735001	96750000	0.429
8:96750001-96765000	8	96750001	96765000	0.246
8:96765001-96780000	8	96765001	96780000	-0.569
8:96780001-96795000	8	96780001	96795000	0.091
8:96795001-96810000	8	96795001	96810000	0.259
8:96810001-96825000	8	96810001	96825000	0.239
8:96825001-96840000	8	96825001	96840000	0.016
8:96840001-96855000	8	96840001	96855000	-0.031
8:96855001-96870000	8	96855001	96870000	0.325
8:96870001-96885000	8	96870001	96885000	-0.261
8:96885001-96900000	8	96885001	96900000	-0.438
8:96900001-96915000	8	96900001	96915000	0.511
8:96915001-96930000	8	96915001	96930000	-0.052
8:96930001-96945000	8	96930001	96945000	-0.044
8:96945001-96960000	8	96945001	96960000	0.002
8:96960001-96975000	8	96960001	96975000	0.135
8:96975001-96990000	8	96975001	96990000	0.033
8:96990001-97005000	8	96990001	97005000	-0.395
8:97005001-97020000	8	97005001	97020000	-0.249
8:97020001-97035000	8	97020001	97035000	0.207
8:97050001-97065000	8	97050001	97065000	0.022
8:97065001-97080000	8	97065001	97080000	0.23
8:97080001-97095000	8	97080001	97095000	0.28
8:97095001-97110000	8	97095001	97110000	-0.19
8:97110001-97125000	8	97110001	97125000	-0.548
8:97140001-97155000	8	97140001	97155000	0.018
8:97155001-97170000	8	97155001	97170000	0.225
8:97185001-97200000	8	97185001	97200000	-0.202
8:97200001-97215000	8	97200001	97215000	0.018
8:97215001-97230000	8	97215001	97230000	0.15
8:97230001-97245000	8	97230001	97245000	-0.149
8:97245001-97260000	8	97245001	97260000	0.358
8:97260001-97275000	8	97260001	97275000	0.349
8:97275001-97290000	8	97275001	97290000	0.594
8:97290001-97305000	8	97290001	97305000	-0.163
8:97305001-97320000	8	97305001	97320000	0.545
8:97320001-97335000	8	97320001	97335000	0.04
8:97335001-97350000	8	97335001	97350000	0.048
8:97350001-97365000	8	97350001	97365000	0.357
8:97365001-97380000	8	97365001	97380000	-0.005
8:97380001-97395000	8	97380001	97395000	-0.126
8:97395001-97410000	8	97395001	97410000	0.378
8:97410001-97425000	8	97410001	97425000	0.332
8:97425001-97440000	8	97425001	97440000	0.107
8:97440001-97455000	8	97440001	97455000	0.185
8:97455001-97470000	8	97455001	97470000	0.244
8:97470001-97485000	8	97470001	97485000	0.22
8:97485001-97500000	8	97485001	97500000	0.127
8:97500001-97515000	8	97500001	97515000	0.372
8:97515001-97530000	8	97515001	97530000	0.183
8:97530001-97545000	8	97530001	97545000	-0.048
8:97545001-97560000	8	97545001	97560000	0.265
8:97560001-97575000	8	97560001	97575000	0.053
8:97575001-97590000	8	97575001	97590000	0.251
8:97590001-97605000	8	97590001	97605000	0.174
8:97605001-97620000	8	97605001	97620000	0.36
8:97620001-97635000	8	97620001	97635000	0.362
8:97635001-97650000	8	97635001	97650000	0.078
8:97650001-97665000	8	97650001	97665000	-0.363
8:97665001-97680000	8	97665001	97680000	0.484
8:97680001-97695000	8	97680001	97695000	0.397
8:97695001-97710000	8	97695001	97710000	0.18
8:97710001-97725000	8	97710001	97725000	0.127
8:97725001-97740000	8	97725001	97740000	0.163
8:97740001-97755000	8	97740001	97755000	0.603
8:97755001-97770000	8	97755001	97770000	0.276
8:97770001-97785000	8	97770001	97785000	0.33
8:97785001-97800000	8	97785001	97800000	0.241
8:97800001-97815000	8	97800001	97815000	0.166
8:97815001-97830000	8	97815001	97830000	0.063
8:97830001-97845000	8	97830001	97845000	0.211
8:97845001-97860000	8	97845001	97860000	-0.077
8:97860001-97875000	8	97860001	97875000	0.281
8:97875001-97890000	8	97875001	97890000	0.349
8:97890001-97905000	8	97890001	97905000	0.057
8:97905001-97920000	8	97905001	97920000	0.138
8:97920001-97935000	8	97920001	97935000	0.493
8:97935001-97950000	8	97935001	97950000	0.07
8:97950001-97965000	8	97950001	97965000	0.576
8:97965001-97980000	8	97965001	97980000	0.214
8:97980001-97995000	8	97980001	97995000	0.336
8:97995001-98010000	8	97995001	98010000	0.058
8:98010001-98025000	8	98010001	98025000	0.118
8:98025001-98040000	8	98025001	98040000	0.254
8:98040001-98055000	8	98040001	98055000	0.189
8:98055001-98070000	8	98055001	98070000	0.34
8:98070001-98085000	8	98070001	98085000	0.211
8:98085001-98100000	8	98085001	98100000	-0.116
8:98100001-98115000	8	98100001	98115000	0.267
